Localidad,UPL,A1,A2,A3,A4,P102,P102_1,P103_1,P106,P111,P203,_Capture_gps_latitude,_Capture_gps_longitude,FEX,anio
16. Puente Aranda,31,2,35,9,3,2,3,1,3,2,2,4.6199017,-74.1238633,174.640263888484,2025
16. Puente Aranda,31,1,41,5,3,2,2,1,3,2,1,4.6199294,-74.1239128,165.1411059424526,2025
16. Puente Aranda,31,1,33,9,3,1,5,3,2,3,2,4.6201567,-74.1239183,175.2401421635295,2025
3. Santa Fe,23,2,24,7,2,2,2,2,2,2,1,4.585311672,-74.0741475,49.53653106874635,2025
2. Chapinero,24,2,33,9,3,1,4,3,2,4,2,4.640541277,-74.06440136,228.5367116682201,2025
9. Fontibón,12,2,28,5,3,1,3,1,3,3,1,4.682394372,-74.15246233,402.7346029339984,2025
9. Fontibón,30,2,27,7,3,1,3,1,3,1,2,4.654562684,-74.13055411,343.999476747445,2025
17. La Candelaria,23,2,72,7,2,1,4,4,2,3,1,4.59145694,-74.07127932,12.19641363992201,2025
4. San Cristóbal,21,1,25,5,2,2,3,2,1,3,2,4.5660267,-74.0802467,237.2727924128174,2025
4. San Cristóbal,21,2,50,5,2,1,3,2,1,1,2,4.5663833,-74.0803,205.522389809617,2025
4. San Cristóbal,21,1,65,3,2,2,3,3,1,2,2,4.5665033,-74.08035,156.517342216099,2025
4. San Cristóbal,21,2,50,5,2,2,1,2,3,3,2,4.5654333,-74.0800517,205.522389809617,2025
19. Ciudad Bolívar,3,2,18,5,2,1,1,1,1,1,1,4.5680341,-74.1426077,307.324210390865,2025
19. Ciudad Bolívar,3,2,40,7,2,2,1,1,3,5,2,4.5679924,-74.1428798,376.4041118175251,2025
19. Ciudad Bolívar,3,1,40,7,2,1,4,4,2,2,2,4.5679867,-74.142825,377.7873446659125,2025
4. San Cristóbal,21,2,68,5,2,2,3,1,2,3,1,4.5677467,-74.0797367,146.2232509064662,2025
9. Fontibón,12,1,51,5,3,2,3,2,3,1,2,4.673802339,-74.14092516,684.447624495828,2025
2. Chapinero,6,1,26,7,2,1,5,3,1,3,2,4.6746999,-74.0289383,21.40294348265328,2025
2. Chapinero,6,1,35,5,2,1,5,3,3,2,2,4.6747608,-74.0293298,22.74702287237329,2025
2. Chapinero,6,2,58,3,2,1,5,3,2,2,2,4.6749494,-74.0294122,14.42072893582364,2025
2. Chapinero,6,2,60,5,1,1,5,1,3,3,2,4.6748802,-74.0293572,14.42072893582364,2025
16. Puente Aranda,31,2,56,5,3,2,3,5,2,1,2,4.6223236,-74.1161204,166.7081681013327,2025
16. Puente Aranda,31,2,65,7,3,1,3,2,3,3,2,4.6233431,-74.1152768,163.1085807884807,2025
16. Puente Aranda,31,1,71,5,3,2,3,1,3,4,2,4.6220317,-74.1141383,153.0939385270545,2025
2. Chapinero,24,2,69,8,6,1,4,3,3,2,2,4.6738393,-74.0575222,97.0752213036396,2025
2. Chapinero,24,2,41,11,5,1,4,3,2,3,2,4.6715441,-74.0567042,155.9533505682661,2025
2. Chapinero,24,1,35,8,5,2,3,1,2,2,2,4.6739226,-74.0573168,166.4222959782547,2025
2. Chapinero,24,2,29,8,5,1,4,3,2,1,2,4.67182,-74.0566055,165.8310241554709,2025
2. Chapinero,24,1,18,5,5,1,4,3,3,1,2,4.6727356,-74.0573537,127.7799989311674,2025
2. Chapinero,24,2,77,8,5,2,4,3,3,4,2,4.672477,-74.0572381,127.6281632662757,2025
4. San Cristóbal,5,2,56,5,2,2,3,1,3,3,2,4.5336219,-74.0848143,172.7243700265417,2025
4. San Cristóbal,21,1,24,5,2,2,3,3,3,1,1,4.537827,-74.0829562,359.2853954780817,2025
4. San Cristóbal,21,1,36,7,2,2,3,1,3,1,2,4.5378971,-74.0832024,439.8459069469007,2025
4. San Cristóbal,21,2,20,5,2,2,2,1,3,1,2,4.537995,-74.08326,357.9349404363435,2025
4. San Cristóbal,21,1,21,3,2,2,5,2,1,3,2,4.53791,-74.083145,359.2853954780817,2025
19. Ciudad Bolívar,3,1,42,3,2,2,3,1,3,1,2,4.564515,-74.150305,1182.666746416157,2025
4. San Cristóbal,21,1,62,3,2,1,5,1,3,5,2,4.5661083,-74.0803083,156.517342216099,2025
4. San Cristóbal,21,2,32,5,2,1,3,1,2,3,2,4.5664017,-74.080305,251.0266042011066,2025
4. San Cristóbal,21,2,42,9,2,1,4,3,2,4,2,4.5664917,-74.0803,236.3235673504951,2025
4. San Cristóbal,21,2,24,5,2,1,4,1,3,1,2,4.5653533,-74.0799367,193.0157104557675,2025
4. San Cristóbal,21,2,54,5,2,2,3,1,3,3,2,4.5659479,-74.0798067,205.522389809617,2025
4. San Cristóbal,21,2,32,9,2,1,3,1,3,2,2,4.5679867,-74.0793467,251.0266042011066,2025
4. San Cristóbal,21,1,26,8,2,2,3,1,2,1,2,4.5678014,-74.0797723,237.2727924128174,2025
19. Ciudad Bolívar,3,1,43,5,2,1,3,4,2,3,2,4.5645897,-74.1502076,1182.666746416157,2025
19. Ciudad Bolívar,3,1,42,7,2,1,4,3,3,3,2,4.5635266,-74.1500395,1182.666746416157,2025
19. Ciudad Bolívar,3,1,25,7,1,1,3,2,1,1,2,4.5635134,-74.1501632,1183.102369640991,2025
16. Puente Aranda,31,1,70,8,3,2,3,2,3,3,2,4.6157853,-74.1089807,118.6520770189806,2025
16. Puente Aranda,31,1,50,7,3,2,3,3,3,3,2,4.6149288,-74.1100641,167.6253042389342,2025
16. Puente Aranda,31,1,41,8,3,2,4,2,2,3,2,4.615023,-74.1092251,192.5470603959398,2025
16. Puente Aranda,31,2,35,8,3,1,3,1,2,1,1,4.60785582536137,-74.1106389105278,196.8252005397141,2025
16. Puente Aranda,31,2,46,5,3,2,4,3,3,1,2,4.598027028,-74.11354148,275.7401754463771,2025
2. Chapinero,24,1,55,8,6,2,3,1,3,2,2,4.683410257,-74.05665921,140.9316820268644,2025
4. San Cristóbal,5,2,51,5,2,2,2,1,3,1,2,4.5333427,-74.0846011,222.7184435683163,2025
4. San Cristóbal,21,1,20,7,2,1,4,2,3,1,1,4.5377645,-74.0829911,359.2853954780817,2025
2. Chapinero,24,1,25,7,5,2,1,1,3,1,1,4.6729097,-74.0573382,156.5887111935872,2025
2. Chapinero,24,1,24,8,5,1,4,3,1,3,2,4.6727778,-74.0576547,127.7799989311674,2025
2. Chapinero,24,1,34,8,5,1,3,3,1,2,2,4.6732474,-74.0571898,166.4222959782547,2025
2. Chapinero,24,1,27,5,5,1,5,4,3,4,2,4.6713713,-74.0572424,156.5887111935872,2025
2. Chapinero,24,1,20,5,5,1,3,3,1,3,2,4.673783,-74.0570264,127.7799989311674,2025
2. Chapinero,24,1,21,8,5,1,4,1,3,2,2,4.6737644,-74.056958,127.7799989311674,2025
16. Puente Aranda,31,2,63,4,3,2,4,2,3,1,2,4.6225308,-74.1165501,163.1085807884807,2025
16. Puente Aranda,31,1,55,9,3,1,3,2,3,3,2,4.6232419,-74.114894,216.282922873984,2025
2. Chapinero,24,1,23,5,6,1,4,3,3,2,2,4.6825711,-74.0554213,132.3899533162844,2025
2. Chapinero,24,2,21,8,6,1,4,3,2,2,1,4.6837175,-74.0559289,131.8964277622296,2025
2. Chapinero,24,2,80,10,6,1,4,4,2,3,2,4.6823337,-74.0559352,187.9789405755575,2025
2. Chapinero,24,2,31,8,5,2,3,3,3,4,2,4.6723067,-74.0572052,165.8310241554709,2025
2. Chapinero,24,2,45,5,5,1,5,2,3,3,2,4.6711071,-74.0570287,129.6920790344837,2025
2. Chapinero,24,2,59,8,5,1,5,2,3,5,2,4.6732666,-74.0561221,105.5052712895711,2025
2. Chapinero,24,1,25,5,4,1,4,3,3,3,2,4.6727388,-74.0562106,156.5887111935872,2025
2. Chapinero,24,2,22,8,5,1,5,2,2,1,2,4.6727865,-74.0561724,127.3036584446732,2025
2. Chapinero,24,1,66,8,5,1,4,3,1,2,2,4.6732556,-74.0559498,97.3473862099699,2025
2. Chapinero,24,1,25,8,5,1,4,5,3,1,2,4.6837296,-74.0554273,162.2380054639334,2025
2. Chapinero,24,2,60,3,6,1,5,2,2,1,2,4.6834396,-74.0567087,109.3116141609333,2025
2. Chapinero,24,2,29,8,6,2,2,2,3,1,2,4.6838327,-74.0558777,171.8137559083939,2025
2. Chapinero,24,2,40,8,6,1,3,2,2,1,2,4.6817419,-74.0568707,161.5797227574938,2025
2. Chapinero,24,1,22,8,6,1,4,2,2,3,2,4.6824384,-74.0565305,132.3899533162844,2025
2. Chapinero,24,2,40,3,6,1,5,1,2,3,2,4.6824633,-74.0564948,161.5797227574938,2025
2. Chapinero,24,2,47,8,6,2,3,1,3,1,1,4.6734665,-74.0570401,135.5098559565921,2025
2. Chapinero,24,1,54,10,5,2,4,3,2,2,2,4.6736934,-74.0569081,136.0242958598074,2025
2. Chapinero,24,2,38,10,5,1,5,4,2,3,2,4.6732318,-74.0571729,155.9533505682661,2025
2. Chapinero,24,2,45,8,5,1,4,3,2,3,2,4.6731312,-74.0564376,129.6920790344837,2025
16. Puente Aranda,31,2,64,5,3,2,1,1,3,1,2,4.6123224,-74.1115856,172.8405959696474,2025
16. Puente Aranda,31,2,32,8,3,1,3,2,3,2,1,4.6121247,-74.1115761,278.4054162533594,2025
16. Puente Aranda,31,2,64,5,3,1,3,4,2,4,2,4.6049764,-74.1148513,208.4184198322738,2025
4. San Cristóbal,5,1,58,4,2,1,4,1,3,4,2,4.5335817,-74.0847133,173.2963987967492,2025
4. San Cristóbal,21,1,20,5,1,1,5,1,2,1,2,4.537765,-74.0829117,359.2853954780817,2025
4. San Cristóbal,21,2,29,5,2,1,5,1,3,1,2,4.53804,-74.0833383,465.5123275224347,2025
16. Puente Aranda,31,1,36,8,3,1,3,2,3,2,2,4.6233431,-74.1152976,248.4388690735311,2025
16. Puente Aranda,31,2,45,8,3,2,1,1,3,1,2,4.6220911,-74.1141848,206.1690380691654,2025
16. Puente Aranda,31,1,47,9,3,1,4,4,3,3,2,4.604558133,-74.1259315,300.4682563797241,2025
18. Rafael Uribe Uribe,20,1,41,6,2,2,2,1,3,3,2,4.556583909,-74.10750799,100.2044183730186,2025
12. Barrios Unidos,33,2,32,8,4,2,1,1,3,1,1,4.689092006,-74.07006777,167.7496173497193,2025
9. Fontibón,12,1,53,5,3,2,1,1,3,3,2,4.672695923,-74.14150605,458.0738910287606,2025
9. Fontibón,30,2,38,9,4,1,3,2,3,1,2,4.6489812,-74.1085297,225.8925653024907,2025
16. Puente Aranda,31,1,64,8,3,2,3,3,3,3,2,4.621703706,-74.11137907,117.4154113415668,2025
6. Tunjuelito,19,1,24,7,3,2,1,2,3,1,2,4.575766179,-74.1360397,79.7475557310084,2025
18. Rafael Uribe Uribe,22,1,57,8,3,2,3,3,3,1,2,4.567963449,-74.1065449,89.39354707703464,2025
16. Puente Aranda,31,1,81,3,3,2,1,1,3,1,1,4.609237794,-74.10560805,135.2047795170479,2025
2. Chapinero,6,2,31,5,2,1,4,3,2,2,2,4.674751381,-74.02867752,22.66620633515637,2025
19. Ciudad Bolívar,3,1,66,3,2,2,1,1,1,1,2,4.5695617,-74.14475,234.1774911474543,2025
19. Ciudad Bolívar,3,2,29,7,2,2,3,1,3,1,1,4.5708783,-74.1432483,400.0253325405198,2025
4. San Cristóbal,5,2,37,5,2,1,4,4,2,1,2,4.5329712,-74.0918313,172.0246390966649,2025
4. San Cristóbal,5,1,33,5,2,2,3,3,3,1,2,4.5334533,-74.0905183,183.3652642216813,2025
4. San Cristóbal,5,1,27,5,2,1,3,1,3,4,2,4.5305283,-74.0906083,172.7155989556337,2025
4. San Cristóbal,5,1,78,3,2,1,4,3,2,1,2,4.5303261,-74.0906573,141.3929184331506,2025
19. Ciudad Bolívar,3,2,62,9,2,1,4,2,2,2,2,4.5694998,-74.1446866,248.8839826909913,2025
19. Ciudad Bolívar,3,1,50,8,2,2,3,1,3,2,2,4.569308,-74.1444499,328.4413037833593,2025
19. Ciudad Bolívar,3,1,27,8,2,1,4,4,2,4,2,4.5693695,-74.1445118,377.9264987783314,2025
16. Puente Aranda,31,2,36,7,2,1,3,3,2,1,2,4.6150172,-74.1092124,191.8549819498347,2025
19. Ciudad Bolívar,3,2,51,5,2,2,3,1,3,1,2,4.5701612,-74.1445421,327.1977783325618,2025
19. Ciudad Bolívar,3,2,35,8,2,1,4,3,1,1,1,4.5697907,-74.1441401,400.0253325405198,2025
19. Ciudad Bolívar,3,2,34,5,2,1,5,4,2,2,2,4.5697835,-74.1440972,400.0253325405198,2025
16. Puente Aranda,31,2,23,5,3,1,4,3,3,1,1,4.6150684,-74.1094365,156.8123110436868,2025
19. Ciudad Bolívar,3,2,50,4,2,1,4,1,3,1,1,4.5697684,-74.1439368,327.1977783325618,2025
4. San Cristóbal,5,1,40,5,2,2,3,2,2,2,2,4.5328216,-74.0918051,172.6524483554867,2025
4. San Cristóbal,5,1,22,5,2,1,3,1,2,1,2,4.5299531,-74.090518,141.0300794163096,2025
19. Ciudad Bolívar,3,2,65,8,2,2,4,4,3,3,2,4.5697462,-74.1440042,248.8839826909913,2025
19. Ciudad Bolívar,3,2,39,5,2,2,4,4,3,3,2,4.5698852,-74.1439181,376.4041118175251,2025
16. Puente Aranda,31,1,40,8,3,2,3,1,3,3,2,4.5977082,-74.1140033,317.9389749638718,2025
16. Puente Aranda,31,1,21,5,2,1,3,3,1,2,2,4.5979066,-74.1141349,259.9136119697271,2025
16. Puente Aranda,31,1,19,7,3,2,4,2,3,1,2,4.59834,-74.1139,259.9136119697271,2025
16. Puente Aranda,31,1,50,7,3,1,3,2,3,3,2,4.5983223,-74.1138841,276.7874892410339,2025
16. Puente Aranda,31,2,77,4,3,1,3,3,2,3,2,4.5987133,-74.1140767,259.601037343268,2025
16. Puente Aranda,31,1,42,5,3,2,1,1,3,1,2,4.5980754,-74.114405,317.9389749638718,2025
4. San Cristóbal,5,1,32,7,2,2,1,1,3,3,2,4.53033,-74.090215,183.3652642216813,2025
4. San Cristóbal,21,1,68,4,2,1,5,1,3,5,2,4.5564656,-74.096983,461.6046299579056,2025
4. San Cristóbal,21,2,63,3,2,1,1,1,3,4,2,4.5564869,-74.097083,491.0810799480587,2025
16. Puente Aranda,31,2,71,4,3,1,4,1,2,1,2,4.609322,-74.1056733,71.85951513799199,2025
16. Puente Aranda,31,2,19,5,3,2,3,2,2,2,1,4.6094918,-74.10671,95.25486960933291,2025
16. Puente Aranda,31,1,44,9,3,1,3,3,2,2,2,4.6097352,-74.1072674,116.9617679224555,2025
16. Puente Aranda,31,2,28,8,3,2,3,1,3,1,2,4.616051,-74.1090938,191.9245037508325,2025
16. Puente Aranda,31,1,69,5,3,1,4,1,3,1,2,4.609048,-74.1061722,72.07462252227646,2025
16. Puente Aranda,31,1,18,5,3,1,3,3,1,3,2,4.6093323,-74.1065417,95.61569344099696,2025
16. Puente Aranda,31,2,19,8,3,1,4,2,2,2,1,4.6092526,-74.1057005,95.25486960933291,2025
16. Puente Aranda,31,1,51,8,3,2,3,1,3,1,1,4.6092046,-74.1056199,101.8231693177209,2025
4. San Cristóbal,5,1,39,7,2,1,3,2,3,3,2,4.5302753,-74.087231,253.6864755484306,2025
4. San Cristóbal,5,1,26,5,1,2,3,3,2,3,2,4.5209467,-74.0934933,317.5379177963624,2025
19. Ciudad Bolívar,2,2,34,7,1,2,3,1,3,1,2,4.5080732,-74.1477124,62.71494631440819,2025
16. Puente Aranda,31,1,37,7,3,2,2,1,3,2,1,4.6095146,-74.1067586,116.9617679224555,2025
16. Puente Aranda,31,1,56,5,3,2,3,2,3,1,2,4.6160964,-74.1092041,129.6396071246562,2025
16. Puente Aranda,31,2,25,5,3,2,3,2,3,3,1,4.6097693,-74.1073316,116.5835989403173,2025
16. Puente Aranda,31,1,18,5,3,1,3,3,2,2,2,4.6094539,-74.1068777,95.61569344099696,2025
16. Puente Aranda,31,2,63,9,3,1,3,1,3,1,2,4.6098944,-74.1074788,76.7893850245187,2025
1. Usaquén,26,2,20,5,2,2,1,1,2,1,2,4.761041148,-74.02964833,216.368640115935,2025
2. Chapinero,24,2,28,11,5,1,3,1,3,1,1,4.6725413,-74.0568193,156.0113198126227,2025
2. Chapinero,24,2,30,8,5,2,3,1,2,1,2,4.6724481,-74.0569435,165.8310241554709,2025
16. Puente Aranda,31,1,38,5,3,2,3,1,3,3,1,4.6093608,-74.1056417,116.9617679224555,2025
16. Puente Aranda,31,1,34,8,3,1,3,1,2,2,2,4.6092502,-74.1056112,124.1144457732487,2025
16. Puente Aranda,31,1,74,5,3,2,3,1,3,1,2,4.6095992,-74.1071914,72.07462252227646,2025
16. Puente Aranda,31,1,33,7,3,1,3,1,3,3,2,4.6102148445523,-74.107988644454,124.1144457732487,2025
16. Puente Aranda,31,2,30,8,3,1,4,1,3,2,2,4.6095064,-74.1069299,123.6895798793989,2025
16. Puente Aranda,31,1,75,5,3,1,4,1,3,1,2,4.6094083,-74.1065944,72.07462252227646,2025
16. Puente Aranda,31,1,19,4,3,2,3,2,3,4,2,4.6094889,-74.1067256,95.61569344099696,2025
16. Puente Aranda,31,2,51,7,3,1,5,2,3,2,2,4.61025474450679,-74.1072682444961,101.4378888625438,2025
16. Puente Aranda,31,1,31,8,3,1,3,2,2,1,2,4.6113625,-74.106932,124.1144457732487,2025
16. Puente Aranda,31,1,65,5,3,2,3,1,3,2,2,4.6102833445004,-74.1071665445006,77.0422064720725,2025
16. Puente Aranda,31,1,76,5,3,2,1,1,2,2,2,4.5984376,-74.1142484,260.5848179261766,2025
2. Chapinero,24,2,25,9,5,1,3,1,3,1,2,4.6728588,-74.0576286,156.0113198126227,2025
4. San Cristóbal,21,1,22,5,2,2,2,2,3,2,2,4.5563445,-74.0969089,609.8416742436984,2025
16. Puente Aranda,31,1,33,5,3,1,4,3,3,3,2,4.5980947,-74.1140219,337.3822093174743,2025
16. Puente Aranda,31,1,50,5,3,2,2,2,3,2,2,4.5982425,-74.1133664,276.7874892410339,2025
4. San Cristóbal,5,2,46,5,1,1,4,3,2,1,2,4.5299573,-74.0876932,219.8200672227995,2025
4. San Cristóbal,5,2,35,5,2,1,3,1,3,1,2,4.5301827,-74.0874148,268.4898957301649,2025
2. Chapinero,24,1,62,5,6,1,5,3,2,1,2,4.6822883,-74.0554641,107.4017671340595,2025
2. Chapinero,24,1,58,8,6,1,5,3,2,2,2,4.6813032,-74.0571308,109.6630699268496,2025
2. Chapinero,24,1,51,5,6,1,3,1,3,1,2,4.6814526,-74.0570602,140.9316820268644,2025
2. Chapinero,24,1,40,9,6,1,3,3,3,1,2,4.6815916,-74.0574071,162.1778275641064,2025
2. Chapinero,24,2,36,8,5,1,3,3,2,1,2,4.6819989,-74.0565623,161.5797227574938,2025
2. Chapinero,24,2,24,8,6,1,5,1,2,2,2,4.6820923,-74.0552995,131.8964277622296,2025
2. Chapinero,24,1,31,8,6,2,3,1,3,2,1,4.6821702,-74.0557471,172.4263592083653,2025
2. Chapinero,24,1,38,10,5,1,5,3,2,2,2,4.6811118,-74.0570077,162.1778275641064,2025
16. Puente Aranda,31,2,58,7,3,1,4,1,3,4,2,4.598229,-74.1138893,213.3443300635662,2025
16. Puente Aranda,31,2,62,7,3,1,4,3,3,5,2,4.5980518,-74.1135796,208.7377678746103,2025
16. Puente Aranda,31,2,19,4,3,1,4,1,2,1,2,4.615342,-74.1097959,156.8123110436868,2025
16. Puente Aranda,31,2,59,1,3,2,1,1,3,1,1,4.6098775,-74.1073931,78.48402361900445,2025
16. Puente Aranda,31,2,63,3,3,2,4,1,2,1,1,4.6100804,-74.1081383,76.7893850245187,2025
16. Puente Aranda,31,2,30,7,3,2,1,1,3,1,1,4.6092274,-74.1063963,123.6895798793989,2025
16. Puente Aranda,31,2,21,5,3,1,5,4,2,4,2,4.6095005,-74.1070189,95.25486960933291,2025
2. Chapinero,24,1,32,10,6,1,5,3,3,1,2,4.6748346,-74.0519681,201.2709726066343,2025
16. Puente Aranda,31,2,29,7,3,2,3,1,3,1,2,4.6100933,-74.108136,123.6895798793989,2025
2. Chapinero,24,2,63,4,6,1,5,1,3,3,2,4.6748736,-74.0519571,124.9783228496501,2025
2. Chapinero,24,1,64,8,6,2,3,1,3,2,2,4.6733244,-74.051919,125.3686398645171,2025
2. Chapinero,24,2,45,5,6,2,4,2,3,1,2,4.6733333,-74.0519211,156.8494818149713,2025
2. Chapinero,24,2,40,8,6,1,4,1,3,1,2,4.674865,-74.0519557,188.6098395988943,2025
2. Chapinero,24,2,30,8,6,2,1,1,3,1,1,4.6747985,-74.0519834,200.5558890047225,2025
2. Chapinero,24,2,50,10,6,2,3,1,3,1,2,4.6747958,-74.051976,163.8854959057407,2025
2. Chapinero,24,1,23,8,6,1,4,1,3,1,1,4.6733022,-74.0519368,154.5370138861155,2025
16. Puente Aranda,31,2,47,7,3,2,1,1,3,2,2,4.609969,-74.1079233,101.4378888625438,2025
2. Chapinero,24,1,26,5,6,1,3,3,2,1,2,4.6725067,-74.0573617,156.5887111935872,2025
4. San Cristóbal,5,2,20,5,1,1,4,1,3,1,2,4.5211934,-74.0937179,258.3094596597294,2025
2. Chapinero,24,2,68,8,5,1,4,1,1,3,2,4.6737818,-74.0574021,97.0752213036396,2025
4. San Cristóbal,5,2,50,5,1,2,3,3,3,1,2,4.5206817,-74.0935167,275.0469240785683,2025
4. San Cristóbal,5,1,30,5,2,2,1,3,2,2,2,4.5302817,-74.0872517,269.4273267566253,2025
4. San Cristóbal,5,2,35,5,2,1,5,1,2,1,2,4.5299433,-74.0876083,268.4898957301649,2025
2. Chapinero,24,2,36,10,6,2,3,3,2,3,2,4.6733026,-74.0518942,188.6098395988943,2025
2. Chapinero,24,2,42,9,6,1,4,2,2,3,2,4.6732982,-74.0519343,188.6098395988943,2025
2. Chapinero,24,2,65,8,6,2,3,2,3,2,1,4.6732995,-74.0519352,124.9783228496501,2025
2. Chapinero,24,2,32,10,6,1,4,3,2,3,2,4.6734308,-74.0519303,200.5558890047225,2025
2. Chapinero,24,1,37,10,6,1,4,2,1,3,2,4.6733185,-74.0519553,189.3079993042915,2025
2. Chapinero,24,2,45,8,6,1,3,3,2,3,2,4.6748387,-74.0519603,156.8494818149713,2025
2. Chapinero,24,2,61,4,6,1,5,1,3,3,2,4.6575301,-74.0530262,364.9466897307076,2025
4. San Cristóbal,21,1,56,8,2,2,3,2,2,1,2,4.563576955,-74.10078835,155.926132020117,2025
1. Usaquén,25,1,18,8,5,1,5,1,3,1,2,4.713340539,-74.04760285,502.1076123027941,2025
16. Puente Aranda,31,2,31,8,3,1,4,3,3,2,2,4.605375805,-74.12538994,364.9934749402419,2025
19. Ciudad Bolívar,2,2,40,7,1,1,4,4,3,1,2,4.5069122,-74.1477967,59.01167187397424,2025
19. Ciudad Bolívar,2,2,46,3,1,2,2,2,3,1,2,4.5080456,-74.147973,51.29722903296803,2025
2. Chapinero,24,2,29,8,4,1,4,3,2,2,2,4.643218469,-74.05870141,132.4929439303408,2025
14. Los Mártires,23,2,50,8,3,2,1,1,3,1,2,4.596656876,-74.08628549,52.75205580106907,2025
9. Fontibón,30,2,28,5,4,1,5,3,2,2,2,4.661352409,-74.13248533,343.999476747445,2025
16. Puente Aranda,31,2,82,3,3,1,2,3,3,2,2,4.604181356,-74.10621558,260.7728543342027,2025
19. Ciudad Bolívar,3,2,55,7,2,2,1,1,3,1,1,4.5895783,-74.1709567,416.0798833313545,2025
19. Ciudad Bolívar,3,2,36,7,2,2,1,1,1,1,2,4.589599923,-74.171105,478.6529411312086,2025
16. Puente Aranda,31,1,19,5,3,1,3,2,2,3,2,4.616036,-74.1099539,157.406313420205,2025
16. Puente Aranda,31,1,35,8,3,2,3,1,3,1,2,4.6096942,-74.1068313,124.1144457732487,2025
16. Puente Aranda,31,2,27,5,3,1,4,3,3,3,2,4.6158182,-74.1093179,191.9245037508325,2025
16. Puente Aranda,31,1,44,4,3,1,4,2,3,4,2,4.6120194,-74.1120056,263.262190040016,2025
16. Puente Aranda,31,2,21,8,3,2,3,1,3,1,1,4.6093427,-74.1055573,95.25486960933291,2025
16. Puente Aranda,31,1,24,4,3,2,3,1,3,1,2,4.6091144,-74.1062844,95.61569344099696,2025
16. Puente Aranda,31,1,36,8,3,1,3,2,3,2,2,4.6094897,-74.1065923,116.9617679224555,2025
16. Puente Aranda,31,1,50,10,3,1,3,3,2,2,2,4.6092945,-74.1055403,101.8231693177209,2025
16. Puente Aranda,31,1,24,8,3,2,3,1,3,1,2,4.6103134445461,-74.107888144454,95.61569344099696,2025
16. Puente Aranda,31,2,21,7,3,1,4,2,3,2,2,4.6149218,-74.109515,156.8123110436868,2025
16. Puente Aranda,31,1,33,8,3,2,1,1,3,1,2,4.6149342,-74.1097462,204.3220798624929,2025
16. Puente Aranda,31,1,49,7,3,2,3,1,3,3,2,4.6149909,-74.1094499,167.6253042389342,2025
19. Ciudad Bolívar,3,2,45,7,2,2,1,1,3,4,2,4.589461,-74.1709423,398.1724119345676,2025
16. Puente Aranda,31,1,35,7,3,2,3,3,3,3,2,4.60434790430544,-74.12504382775,366.247204471307,2025
16. Puente Aranda,31,2,73,3,3,2,1,1,3,1,2,4.6051525,-74.1263819,212.0490195157099,2025
16. Puente Aranda,31,2,53,5,3,1,4,1,3,1,2,4.6046044,-74.1256314,299.3313388455326,2025
16. Puente Aranda,31,2,57,5,3,2,1,1,3,1,2,4.604016,-74.1253844,231.5971687827167,2025
16. Puente Aranda,31,1,34,4,3,2,3,3,3,3,2,4.6052128,-74.1264674,366.247204471307,2025
16. Puente Aranda,31,2,30,8,3,1,3,1,3,2,2,4.6045101,-74.1251439,364.9934749402419,2025
16. Puente Aranda,31,1,62,3,3,2,2,1,2,4,2,4.6051132,-74.1257191,227.3425351167261,2025
16. Puente Aranda,31,2,55,5,3,2,3,2,3,2,2,4.6042722,-74.1257394,299.3313388455326,2025
16. Puente Aranda,31,1,71,3,3,2,3,3,3,2,2,4.6048281,-74.1260725,212.6837762329035,2025
16. Puente Aranda,31,2,74,3,3,2,1,1,3,1,1,4.6048691,-74.1260129,212.0490195157099,2025
16. Puente Aranda,31,1,73,5,3,2,3,3,1,2,2,4.605008,-74.1261693,212.6837762329035,2025
16. Puente Aranda,31,1,48,5,3,2,3,2,3,2,2,4.6052697,-74.1263304,300.4682563797241,2025
16. Puente Aranda,31,1,64,5,3,2,1,3,3,5,2,4.6038542,-74.1257565,227.3425351167261,2025
16. Puente Aranda,31,1,69,5,3,1,4,2,2,2,2,4.6051271,-74.1264959,212.6837762329035,2025
19. Ciudad Bolívar,3,1,58,5,2,1,4,1,3,1,2,4.5895471,-74.1712068,324.2975367530898,2025
19. Ciudad Bolívar,3,2,56,7,2,1,3,1,3,2,1,4.5895747,-74.1712278,323.2412183342889,2025
19. Ciudad Bolívar,3,1,18,5,2,1,5,3,3,1,2,4.5886252,-74.1712283,392.2771287618431,2025
16. Puente Aranda,31,1,40,7,3,2,5,1,3,1,2,4.609365,-74.1083133,116.9617679224555,2025
16. Puente Aranda,31,1,25,7,3,1,1,2,2,3,2,4.6099082,-74.1075177,117.004047891455,2025
16. Puente Aranda,31,2,32,8,3,1,5,1,2,1,2,4.60982974457794,-74.1084040444524,123.6895798793989,2025
16. Puente Aranda,31,2,47,5,3,1,4,1,3,1,2,4.6101829,-74.1078135,101.4378888625438,2025
16. Puente Aranda,31,2,18,5,3,2,5,1,3,1,1,4.6096829,-74.1072058,95.25486960933291,2025
16. Puente Aranda,31,1,73,8,3,2,1,1,2,1,2,4.6094611,-74.1084868,72.07462252227646,2025
16. Puente Aranda,31,2,45,8,3,2,2,1,3,3,2,4.5984633,-74.1246967,197.2388244323831,2025
16. Puente Aranda,31,1,33,9,3,1,4,2,3,4,2,4.5995592,-74.1252024,252.2126774201372,2025
